Column1,Wind Farm Name,GPS Coordinates,Number of Turbines,Rotor diameter,Minimum hub height,Maximum hub height,Cut-in wind speed,Cut-off wind speed,Rated wind speed,Rated power,Url,Manufacturer
281,Shannagh (Kilcar),POINT (-8.582709111329597 54.66827313467795),3,44,45,55,3,25,17,900,https://www.thewindpower.net/windfarm_en_11135_shannagh.php,Enercon
282,"Skehanagh Wind Farm
Wind",POINT (-7.983232484869579 53.02006298613971),5,52,40,65,3,25,14,850,https://www.thewindpower.net/windfarm_en_3828_skehanagh.php,Vestas
283,Skrine Wind Farm,POINT (-8.181871968776871 53.56925659723377),2,71,57,113,2,25,15.5,"2,300",https://www.thewindpower.net/windfarm_en_18142_skrine.php,Enercon
284,Sliabh Bawn,POINT (-8.053792117724766 53.74907589288794),20,101,74.5,99.5,3,25,12.5,"3,200",https://www.thewindpower.net/windfarm_en_24390_sliabh-bawn.php,Siemens
285,Slievereagh Wind Farm (1),POINT (-8.389333880751375 52.37308406954953),0,71,57,113,2,25,15.5,"2,300",https://www.thewindpower.net/windfarm_en_17449_slievereagh.php,Enercon
286,Slievereagh Wind Farm (2),POINT (-8.389333880751375 52.37308406954953),0,71,57,113,2,25,15.5,"2,300",https://www.thewindpower.net/windfarm_en_22491_slievereagh-2.php,Enercon
287,Sonnagh Old Phase 1,POINT (-8.637908638889531 53.13074213056948),9,52,40,65,3,25,14,850,https://www.thewindpower.net/windfarm_en_1718_sonnagh-old.php,Vestas
288,Sorne Hill (2),POINT (-7.355484815507949 55.13100005546953),3,71,57,113,2,25,15.5,"2,300",https://www.thewindpower.net/windfarm_en_3923_sorne-hill-ii.php,Enercon
289,Sorne Hill Wind Farm,POINT (-7.355602459775861 55.12661626677207),16,70,64,113,2,25,14,"2,000",https://www.thewindpower.net/windfarm_en_3840_sorne-hill.php,Enercon
292,Spion Kop Wind Farm,POINT (-8.13828123668295 54.13456303218253),2,42,40.5,53,4.5,25,16,600,https://www.thewindpower.net/windfarm_en_1727_spion-kop.php,Vestas
293,"St Patricks Missionary Society, Co. Wicklow",POINT (-6.558350818867698 52.90159700766657),0,42,40.5,53,4.5,25,16,600,https://www.thewindpower.net/windfarm_en_24919_st-patricks-missionary-society.php,Vestas
294,Taghart Wind Farm (formerly Cregg WF),POINT (-6.874385510989415 53.96227784214874),0,42,40.5,53,4.5,25,16,600,https://www.thewindpower.net/windfarm_en_7233_taghart.php,Vestas
295,"Taurbeg Wind Farm
Wind",POINT (-9.135498732100299 52.25023667303629),11,82.4,80,100,3.5,25,17,"2,300",https://www.thewindpower.net/windfarm_en_3834_taurbeg.php,Siemens
296,Teevurcher Wind Farm,POINT (-6.919937999272139 53.88258094684267),5,82,58.5,80,4,22,14.5,"2,050",https://www.thewindpower.net/windfarm_en_26532_teevurcher.php,Power Blades
297,"Templederry Wind Farm
Wind",POINT (-8.147873184978732 52.77731564217861),2,71,57,113,2,25,15.5,"2,300",https://www.thewindpower.net/windfarm_en_17359_templederry.php,Enercon
298,Tesco Donabate,POINT (-6.190919279174804 53.48883358622148),0,71,57,113,2,25,15.5,"2,300",https://www.thewindpower.net/windfarm_en_29955_tesco-donabate.php,Enercon
300,Tournafulla (2) Wind Farm,POINT (-9.161786391872591 52.37563763802461),13,71,57,113,2,25,15.5,"2,300",https://www.thewindpower.net/windfarm_en_3831_tournafulla-ii.php,Enercon
301,"Tournafulla Wind Farm (1)
Wind",POINT (-9.161786391872591 52.37563763802461),5,71,57,113,2,25,15.5,"2,300",https://www.thewindpower.net/windfarm_en_3832_tournafulla.php,Enercon
302,Tullabrack Wind Farm,POINT (-9.478093407374404 52.67925716357632),6,71,57,113,2,25,15.5,"2,300",https://www.thewindpower.net/windfarm_en_27829_tullabrack-wind-farm.php,Enercon
303,Tullow Mushroom Growers Ltd,POINT (-6.758990558960259 52.84718305435683),0,71,57,113,2,25,15.5,"2,300",https://www.thewindpower.net/windfarm_en_203_tullow-mushroom-growers-ltd.php,Enercon
305,Tullynamoyle,POINT (-8.13490850296559 54.22673293672712),4,71,57,113,2,25,15.5,"2,300",https://www.thewindpower.net/windfarm_en_19363_tullynamoyle.php,Enercon
306,Tullynamoyle 2 Wind Farm,POINT (-8.120575907760283 54.22890467263275),5,71,57,113,2,25,15.5,"2,300",https://www.thewindpower.net/windfarm_en_27254_tullynamoyle-2.php,Enercon
307,Tullynamoyle Wind Farm 3 (Carrane Hill Merged Capacity),POINT (-8.13490850296559 54.22673293672712),6,71,57,113,2,25,15.5,"2,300",https://www.thewindpower.net/windfarm_en_27255_tullynamoyle-3.php,Enercon
309,"Tursillagh (2) Wind Farm
Wind",POINT (-9.606067177272932 52.31471871219317),8,52,40,65,3,25,14,850,https://www.thewindpower.net/windfarm_en_1724_tursillagh.php,Vestas
310,Tursillagh Wind Farm,POINT (-9.596714307505197 52.31364095429129),8,52,40,65,3,25,14,850,https://www.thewindpower.net/windfarm_en_1721_tursillagh.php,Vestas
312,"WEDcross Wind Farm
Wind",POINT (-9.228600248520692 52.15307519294701),2,82,78,138,2,25,14,"2,300",https://www.thewindpower.net/windfarm_en_1673_wedcross.php,Enercon
314,Woodhouse,POINT (-7.777068081525129 52.08133005156486),3,90,65,80,3,25,13.5,"2,500",https://www.thewindpower.net/windfarm_en_22883_woodhouse.php,"LM Glasfiber, Nordex"
